StudyID	SiteID	GeographicalLatitude	GeographicalLongitude	AverageCoordinates	Hemisphere	Realm	GeographicalTerritory	GeographicalTerritory2	Habitat	HabitatSpecification	Ecosystem	StudyContext	BiologicalOrganisation	SpeciesType	SamplingMethodology									
StudyID_79	SiteID_480	22.417	113.755	No	North	Indo-Malay	Asia	China	Brackish	Brackish	Estuary	Seasonality	and	Natural	habitat	heterogeneity	Community	Zooplankton	Plankton	net				
StudyID_79	SiteID_481	21.952	113.61	No	North	Indo-Malay	Asia	China	Brackish	Brackish	Estuary	Seasonality	and	Natural	habitat	heterogeneity	Community	Zooplankton	Plankton	net				
StudyID_79	SiteID_482	21.984	113.716	No	North	Indo-Malay	Asia	China	Brackish	Brackish	Estuary	Seasonality	and	Natural	habitat	heterogeneity	Community	Zooplankton	Plankton	net				
StudyID_79	SiteID_483	22.038	113.871	No	North	Indo-Malay	Asia	China	Brackish	Brackish	Estuary	Seasonality	and	Natural	habitat	heterogeneity	Community	Zooplankton	Plankton	net				
StudyID_79	SiteID_484	21.881	113.737	No	North	Indo-Malay	Asia	China	Brackish	Brackish	Estuary	Seasonality	and	Natural	habitat	heterogeneity	Community	Zooplankton	Plankton	net				
StudyID_80	SiteID_485	44.35	143.363	No	North	Palearctic	Asia	Japan	Marine	Marine	Harbour	Seasonality	Community	Zooplankton	Plankton	net								
StudyID_81	SiteID_486	1.795	-75.646	No	South	Neotropic	South	America	Colombia	Freshwater	Lotic	Stream	Natural	habitat	heterogeneity	Community	Fish	Electrofishing						
StudyID_81	SiteID_487	1.771	-75.639	No	South	Neotropic	South	America	Colombia	Freshwater	Lotic	Stream	Natural	habitat	heterogeneity	Community	Fish	Electrofishing						
StudyID_81	SiteID_488	1.726	-75.668	No	South	Neotropic	South	America	Colombia	Freshwater	Lotic	Stream	Natural	habitat	heterogeneity	Community	Fish	Electrofishing						
StudyID_81	SiteID_489	1.717	-75.665	No	South	Neotropic	South	America	Colombia	Freshwater	Lotic	Stream	Natural	habitat	heterogeneity	Community	Fish	Electrofishing						
StudyID_81	SiteID_490	1.746	-75.643	No	South	Neotropic	South	America	Colombia	Freshwater	Lotic	Stream	Natural	habitat	heterogeneity	Community	Fish	Electrofishing						
StudyID_81	SiteID_491	1.726	-75.651	No	South	Neotropic	South	America	Colombia	Freshwater	Lotic	Stream	Natural	habitat	heterogeneity	Community	Fish	Electrofishing						
StudyID_81	SiteID_492	1.672	-75.628	No	South	Neotropic	South	America	Colombia	Freshwater	Lotic	Stream	Natural	habitat	heterogeneity	Community	Fish	Electrofishing						
StudyID_81	SiteID_493	1.669	-75.596	No	South	Neotropic	South	America	Colombia	Freshwater	Lotic	Stream	Natural	habitat	heterogeneity	Community	Fish	Electrofishing						
StudyID_81	SiteID_494	1.606	-75.652	No	South	Neotropic	South	America	Colombia	Freshwater	Lotic	Stream	Natural	habitat	heterogeneity	Community	Fish	Electrofishing						
StudyID_81	SiteID_495	1.65	-75.643	No	South	Neotropic	South	America	Colombia	Freshwater	Lotic	Stream	Natural	habitat	heterogeneity	Community	Fish	Electrofishing						
StudyID_81	SiteID_496	1.868	-75.67	No	South	Neotropic	South	America	Colombia	Freshwater	Lotic	Stream	Natural	habitat	heterogeneity	Community	Fish	Electrofishing						
StudyID_81	SiteID_497	1.834	-75.668	No	South	Neotropic	South	America	Colombia	Freshwater	Lotic	Stream	Natural	habitat	heterogeneity	Community	Fish	Electrofishing						
StudyID_81	SiteID_498	1.749	-75.629	No	South	Neotropic	South	America	Colombia	Freshwater	Lotic	Stream	Natural	habitat	heterogeneity	Community	Fish	Electrofishing						
StudyID_81	SiteID_499	1.712	-75.634	No	South	Neotropic	South	America	Colombia	Freshwater	Lotic	Stream	Natural	habitat	heterogeneity	Community	Fish	Electrofishing						
StudyID_81	SiteID_500	1.68	-75.624	No	South	Neotropic	South	America	Colombia	Freshwater	Lotic	Stream	Natural	habitat	heterogeneity	Community	Fish	Electrofishing						
StudyID_81	SiteID_501	1.878	-75.679	No	South	Neotropic	South	America	Colombia	Freshwater	Lotic	Stream	Natural	habitat	heterogeneity	Community	Fish	Electrofishing						
StudyID_81	SiteID_502	-13.129	-71.578	No	South	Neotropic	South	America	Peru	Freshwater	Lotic	Stream	Natural	habitat	heterogeneity	Community	Fish	Electrofishing						
StudyID_81	SiteID_503	-13.071	-71.57	No	South	Neotropic	South	America	Peru	Freshwater	Lotic	Stream	Natural	habitat	heterogeneity	Community	Fish	Electrofishing						
StudyID_81	SiteID_504	-13.056	-71.547	No	South	Neotropic	South	America	Peru	Freshwater	Lotic	Stream	Natural	habitat	heterogeneity	Community	Fish	Electrofishing						
StudyID_81	SiteID_505	-13.026	-71.5	No	South	Neotropic	South	America	Peru	Freshwater	Lotic	Stream	Natural	habitat	heterogeneity	Community	Fish	Electrofishing						
StudyID_81	SiteID_506	-13.01	-71.431	No	South	Neotropic	South	America	Peru	Freshwater	Lotic	Stream	Natural	habitat	heterogeneity	Community	Fish	Electrofishing						
StudyID_81	SiteID_507	-12.957	-71.336	No	South	Neotropic	South	America	Peru	Freshwater	Lotic	Stream	Natural	habitat	heterogeneity	Community	Fish	Electrofishing						
StudyID_81	SiteID_508	-12.84	-71.353	No	South	Neotropic	South	America	Peru	Freshwater	Lotic	Stream	Natural	habitat	heterogeneity	Community	Fish	Electrofishing						
StudyID_81	SiteID_509	-12.92	-71.423	No	South	Neotropic	South	America	Peru	Freshwater	Lotic	Stream	Natural	habitat	heterogeneity	Community	Fish	Electrofishing						
StudyID_81	SiteID_510	-12.889	-71.406	No	South	Neotropic	South	America	Peru	Freshwater	Lotic	Stream	Natural	habitat	heterogeneity	Community	Fish	Electrofishing						
StudyID_81	SiteID_511	-12.892	-71.349	No	South	Neotropic	South	America	Peru	Freshwater	Lotic	Stream	Natural	habitat	heterogeneity	Community	Fish	Electrofishing						
StudyID_81	SiteID_512	-12.688	-71.348	No	South	Neotropic	South	America	Peru	Freshwater	Lotic	Stream	Natural	habitat	heterogeneity	Community	Fish	Electrofishing						
StudyID_81	SiteID_513	-12.79	-71.386	No	South	Neotropic	South	America	Peru	Freshwater	Lotic	Stream	Natural	habitat	heterogeneity	Community	Fish	Electrofishing						
StudyID_81	SiteID_514	-12.671	-71.305	No	South	Neotropic	South	America	Peru	Freshwater	Lotic	Stream	Natural	habitat	heterogeneity	Community	Fish	Electrofishing						
StudyID_82	SiteID_515	34.67	123	No	North	Palearctic	Asia	East	China	Sea	Marine	Marine	NA	Harvesting	Community	Fish	Trawling							
StudyID_83	SiteID_516	-32.848	-73.625	No	South	Neotropic	Pacific	Ocean	Chile	Marine	Marine	Seamount	Natural	habitat	heterogeneity	Community	Zooplankton	Plankton	net					
StudyID_83	SiteID_517	-32.9	-73.75	No	South	Neotropic	Pacific	Ocean	Chile	Marine	Marine	Seamount	Natural	habitat	heterogeneity	Community	Zooplankton	Plankton	net					
StudyID_83	SiteID_518	-32.9	-73.88	No	South	Neotropic	Pacific	Ocean	Chile	Marine	Marine	Seamount	Natural	habitat	heterogeneity	Community	Zooplankton	Plankton	net					
StudyID_83	SiteID_519	-32.9	-74.021	No	South	Neotropic	Pacific	Ocean	Chile	Marine	Marine	Seamount	Natural	habitat	heterogeneity	Community	Zooplankton	Plankton	net					
StudyID_83	SiteID_520	-33.72	-79.62	No	South	Neotropic	Pacific	Ocean	Chile	Marine	Marine	Seamount	Natural	habitat	heterogeneity	Community	Zooplankton	Plankton	net					
StudyID_83	SiteID_521	-33.72	-79.89	No	South	Neotropic	Pacific	Ocean	Chile	Marine	Marine	Seamount	Natural	habitat	heterogeneity	Community	Zooplankton	Plankton	net					
StudyID_83	SiteID_522	-33.719	-80.02	No	South	Neotropic	Pacific	Ocean	Chile	Marine	Marine	Seamount	Natural	habitat	heterogeneity	Community	Zooplankton	Plankton	net					
StudyID_83	SiteID_523	-34.183	-80.273	No	South	Neotropic	Pacific	Ocean	Chile	Marine	Marine	Seamount	Natural	habitat	heterogeneity	Community	Zooplankton	Plankton	net					
StudyID_83	SiteID_524	-34.093	-80.175	No	South	Neotropic	Pacific	Ocean	Chile	Marine	Marine	Seamount	Natural	habitat	heterogeneity	Community	Zooplankton	Plankton	net					
StudyID_83	SiteID_525	-34.094	-80.331	No	South	Neotropic	Pacific	Ocean	Chile	Marine	Marine	Seamount	Natural	habitat	heterogeneity	Community	Zooplankton	Plankton	net					
StudyID_84	SiteID_526	56.135	-7.489	No	North	Palearctic	Atlantic	Ocean	Rockall	trough	Marine	Marine	Continental	slope	Natural	habitat	heterogeneity	Community	Fish	Trawling				
StudyID_85	SiteID_527	52.427	-3.653	No	North	Palearctic	Europe	UK	Freshwater	Lotic	Stream	Ecosystem	productivity	Foodweb	Macroinvertebrate+Fish	Electrofishing	and	surber	sampler					
StudyID_85	SiteID_528	52.844	-3.83	No	North	Palearctic	Europe	UK	Freshwater	Lotic	Stream	Ecosystem	productivity	Foodweb	Macroinvertebrate+Fish	Electrofishing	and	surber	sampler					
StudyID_85	SiteID_529	52.043	-3.898	No	North	Palearctic	Europe	UK	Freshwater	Lotic	Stream	Ecosystem	productivity	Foodweb	Macroinvertebrate+Fish	Electrofishing	and	surber	sampler					
StudyID_85	SiteID_530	52.22	-3.913	No	North	Palearctic	Europe	UK	Freshwater	Lotic	Stream	Ecosystem	productivity	Foodweb	Macroinvertebrate+Fish	Electrofishing	and	surber	sampler					
StudyID_85	SiteID_531	56.759	-5.611	No	North	Palearctic	Europe	UK	Freshwater	Lotic	Stream	Ecosystem	productivity	Foodweb	Macroinvertebrate+Fish	Electrofishing	and	surber	sampler					
StudyID_85	SiteID_532	55.101	-6.162	No	North	Palearctic	Europe	UK	Freshwater	Lotic	Stream	Ecosystem	productivity	Foodweb	Macroinvertebrate+Fish	Electrofishing	and	surber	sampler					
StudyID_85	SiteID_533	51.082	0.053	No	North	Palearctic	Europe	UK	Freshwater	Lotic	Stream	Ecosystem	productivity	Foodweb	Macroinvertebrate+Fish	Electrofishing	and	surber	sampler					
StudyID_85	SiteID_534	54.739	-7.005	No	North	Palearctic	Europe	UK	Freshwater	Lotic	Stream	Ecosystem	productivity	Foodweb	Macroinvertebrate+Fish	Electrofishing	and	surber	sampler					
StudyID_85	SiteID_535	55.078	-4.43	No	North	Palearctic	Europe	UK	Freshwater	Lotic	Stream	Ecosystem	productivity	Foodweb	Macroinvertebrate+Fish	Electrofishing	and	surber	sampler					
StudyID_85	SiteID_536	54.405	-3.17	No	North	Palearctic	Europe	UK	Freshwater	Lotic	Stream	Ecosystem	productivity	Foodweb	Macroinvertebrate+Fish	Electrofishing	and	surber	sampler					
StudyID_85	SiteID_537	54.404	-3.173	No	North	Palearctic	Europe	UK	Freshwater	Lotic	Stream	Ecosystem	productivity	Foodweb	Macroinvertebrate+Fish	Electrofishing	and	surber	sampler					
StudyID_85	SiteID_538	50.677	-2.183	No	North	Palearctic	Europe	UK	Freshwater	Lotic	Stream	Ecosystem	productivity	Foodweb	Macroinvertebrate+Fish	Electrofishing	and	surber	sampler					
StudyID_85	SiteID_539	52.885	-3.852	No	North	Palearctic	Europe	UK	Freshwater	Lotic	Stream	Ecosystem	productivity	Foodweb	Macroinvertebrate+Fish	Electrofishing	and	surber	sampler					
StudyID_85	SiteID_540	52.453	-3.731	No	North	Palearctic	Europe	UK	Freshwater	Lotic	Stream	Ecosystem	productivity	Foodweb	Macroinvertebrate+Fish	Electrofishing	and	surber	sampler					
StudyID_85	SiteID_541	52.475	-3.705	No	North	Palearctic	Europe	UK	Freshwater	Lotic	Stream	Ecosystem	productivity	Foodweb	Macroinvertebrate+Fish	Electrofishing	and	surber	sampler					
StudyID_85	SiteID_542	52.331	-3.538	No	North	Palearctic	Europe	UK	Freshwater	Lotic	Stream	Ecosystem	productivity	Foodweb	Macroinvertebrate+Fish	Electrofishing	and	surber	sampler					
StudyID_85	SiteID_543	57.118	-3.85	No	North	Palearctic	Europe	UK	Freshwater	Lotic	Stream	Ecosystem	productivity	Foodweb	Macroinvertebrate+Fish	Electrofishing	and	surber	sampler					
StudyID_85	SiteID_544	51.044	0.077	No	North	Palearctic	Europe	UK	Freshwater	Lotic	Stream	Ecosystem	productivity	Foodweb	Macroinvertebrate+Fish	Electrofishing	and	surber	sampler					
StudyID_85	SiteID_545	52.824	1.201	No	North	Palearctic	Europe	UK	Freshwater	Lotic	Stream	Ecosystem	productivity	Foodweb	Macroinvertebrate+Fish	Electrofishing	and	surber	sampler					
StudyID_85	SiteID_546	57.441	-3.111	No	North	Palearctic	Europe	UK	Freshwater	Lotic	Stream	Ecosystem	productivity	Foodweb	Macroinvertebrate+Fish	Electrofishing	and	surber	sampler					
StudyID_85	SiteID_547	51.292	-1.018	No	North	Palearctic	Europe	UK	Freshwater	Lotic	Stream	Ecosystem	productivity	Foodweb	Macroinvertebrate+Fish	Electrofishing	and	surber	sampler					
StudyID_85	SiteID_548	51.288	-1.002	No	North	Palearctic	Europe	UK	Freshwater	Lotic	Stream	Ecosystem	productivity	Foodweb	Macroinvertebrate+Fish	Electrofishing	and	surber	sampler					
StudyID_85	SiteID_549	51.139	-1.474	No	North	Palearctic	Europe	UK	Freshwater	Lotic	Stream	Ecosystem	productivity	Foodweb	Macroinvertebrate+Fish	Electrofishing	and	surber	sampler					
StudyID_85	SiteID_550	52.777	0.95	No	North	Palearctic	Europe	UK	Freshwater	Lotic	Stream	Ecosystem	productivity	Foodweb	Macroinvertebrate+Fish	Electrofishing	and	surber	sampler					
StudyID_85	SiteID_551	50.684	-2.316	No	North	Palearctic	Europe	UK	Freshwater	Lotic	Stream	Ecosystem	productivity	Foodweb	Macroinvertebrate+Fish	Electrofishing	and	surber	sampler					
StudyID_85	SiteID_552	52.129	-3.398	No	North	Palearctic	Europe	UK	Freshwater	Lotic	Stream	Ecosystem	productivity	Foodweb	Macroinvertebrate+Fish	Electrofishing	and	surber	sampler					
StudyID_85	SiteID_553	52.145	-3.983	No	North	Palearctic	Europe	UK	Freshwater	Lotic	Stream	Ecosystem	productivity	Foodweb	Macroinvertebrate+Fish	Electrofishing	and	surber	sampler					
StudyID_85	SiteID_554	52.648	-3.407	No	North	Palearctic	Europe	UK	Freshwater	Lotic	Stream	Ecosystem	productivity	Foodweb	Macroinvertebrate+Fish	Electrofishing	and	surber	sampler					
StudyID_85	SiteID_555	52.642	-3.407	No	North	Palearctic	Europe	UK	Freshwater	Lotic	Stream	Ecosystem	productivity	Foodweb	Macroinvertebrate+Fish	Electrofishing	and	surber	sampler					
StudyID_85	SiteID_556	50.504	-4.02	No	North	Palearctic	Europe	UK	Freshwater	Lotic	Stream	Ecosystem	productivity	Foodweb	Macroinvertebrate+Fish	Electrofishing	and	surber	sampler					
StudyID_85	SiteID_557	53.112	-3.917	No	North	Palearctic	Europe	UK	Freshwater	Lotic	Stream	Ecosystem	productivity	Foodweb	Macroinvertebrate+Fish	Electrofishing	and	surber	sampler					
StudyID_86	SiteID_558	79.01	11.44	No	North	Palearctic	Europe	Svalbard	Marine	Marine	Fjord	Seasonality	Community	Macroinvertebrate	Van	Veen	Grab	sampler						
StudyID_86	SiteID_559	78.98	11.73	No	North	Palearctic	Europe	Svalbard	Marine	Marine	Fjord	Seasonality	Community	Macroinvertebrate	Van	Veen	Grab	sampler						
StudyID_86	SiteID_560	78.95	11.99	No	North	Palearctic	Europe	Svalbard	Marine	Marine	Fjord	Seasonality	Community	Macroinvertebrate	Van	Veen	Grab	sampler						
StudyID_86	SiteID_561	79.01	11.39	No	North	Palearctic	Europe	Svalbard	Marine	Marine	Fjord	Seasonality	Community	Macroinvertebrate	Van	Veen	Grab	sampler						
StudyID_86	SiteID_562	78.98	11.7	No	North	Palearctic	Europe	Svalbard	Marine	Marine	Fjord	Seasonality	Community	Macroinvertebrate	Van	Veen	Grab	sampler						
StudyID_87	SiteID_563	53.201	13.337	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_564	53.641	11.415	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_565	53.588	12.441	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_566	52.38	12.899	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_567	53.679	11.993	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_568	52.912	13.694	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_569	51.496	11.674	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_570	52.503	13.822	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_571	53.284	12.808	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_572	52.977	13.786	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_573	52.264	13.753	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_574	53.047	13.859	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_575	53.718	12.053	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_576	52.243	13.971	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_577	52.928	13.99	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_578	53.716	10.824	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_579	53.188	12.801	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_580	53.684	12.614	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_581	53.504	12.582	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_582	52.565	13.833	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_583	53.429	12.826	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_584	53.093	12.972	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_585	53.682	8.757	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_586	53.168	13.074	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_587	52.89	11.475	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_588	53.603	11.525	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_589	53.577	10.92	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_590	52.274	13.031	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_591	52.88	13.707	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_592	52.457	13.769	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_593	53.004	13.615	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_594	53.353	13.462	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_595	52.972	12.998	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_596	52.151	13.467	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_597	52.266	14.054	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_598	53.544	12.361	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_599	53.529	12.691	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_600	53.356	11.995	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_601	52.288	13.406	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_602	53.726	11.383	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_603	52.438	13.646	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_604	52.569	14.059	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_605	53.882	11.202	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_606	53.672	8.81	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_607	53.124	12.935	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_608	53.441	12.808	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_609	53.466	13.053	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_610	53.585	12.231	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_611	53.427	12.683	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_612	53.505	12.475	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_613	53.332	12.937	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_614	53.814	11.691	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_615	53.342	13.363	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_616	52.443	13.099	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_617	52.039	14.206	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_618	53.627	8.862	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_619	53.607	12.247	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_620	53.699	9.021	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_621	53.287	13.433	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_622	53.426	12.842	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_623	53.188	12.824	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_624	52.676	12.199	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_625	53.304	13.465	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_626	53.335	13.219	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_627	53.125	12.839	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_628	53.201	8.019	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_629	53.153	13.026	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_630	52.152	13.992	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
StudyID_87	SiteID_631	53.325	13.44	No	North	Palearctic	Europe	Germany	Freshwater	Lentic	Lake	Harvesting	and	Pollution	Community	Fish	Multimesh	gillnets						
